Date,Year,Month,Region,Feeder,PoleNumber,AssetID,EquipmentType,Latitude,Longitude,AgeYears,ConditionScore,LoadA,WoodenPoleTiltDeg,InterferenceM,InsulatorContaminationPct,ArresterLeakageCurrentmA,FailureCount12M,MaintenanceOverdueDays,ConsequenceScore,RiskIndex,CriticalFlag,InspectionCostUSD,FailureImpactUSD,RecommendedAction
2024-06-01,2024,Jun,Central,D LINE,P4,ARR-006,Arrester,24.165588,120.673564,26.4,8.46,206.1,,3.35,,9.53,1,103,76.2,55.4,0,134,6930,Routine monitoring
2024-06-01,2024,Jun,Central,C LINE,P1,ARR-007,Arrester,24.185579,120.707159,22.9,5.15,204.9,,3.93,,8.52,2,33,60.9,58.5,0,172,6689,Routine monitoring
2024-06-01,2024,Jun,North,D LINE,P5,ARR-008,Arrester,25.126963,121.172196,15.4,7.45,201.3,,3.85,,8.88,0,32,78.7,48.6,0,141,5578,Routine monitoring
2024-06-01,2024,Jun,Central,D LINE,P2,ARR-009,Arrester,24.09166,120.698267,29.3,8.3,201.0,,3.48,,8.19,2,107,75.8,58.0,0,177,7172,Routine monitoring
2024-06-01,2024,Jun,North,B LINE,P6,ARR-010,Arrester,25.080514,121.169031,10.6,8.5,199.7,,3.16,,7.97,0,68,74.1,44.1,0,128,5934,Routine monitoring
2024-06-01,2024,Jun,South,C LINE,P4,ARR-011,Arrester,22.642771,120.331698,18.1,8.02,202.9,,3.71,,10.08,2,78,79.2,55.0,0,205,6702,Routine monitoring
2024-06-01,2024,Jun,South,D LINE,P4,ARR-012,Arrester,22.593287,120.265614,21.9,8.17,204.2,,3.83,,8.52,2,82,74.8,54.6,0,168,6497,Routine monitoring
2024-06-01,2024,Jun,Central,D LINE,P1,ARR-013,Arrester,24.170896,120.634829,13.2,8.68,197.3,,3.53,,7.37,0,35,66.8,43.2,0,112,5080,Routine monitoring
2024-06-01,2024,Jun,Central,B LINE,P6,ARR-014,Arrester,24.100953,120.660082,13.0,6.22,202.9,,3.99,,7.82,2,22,74.1,54.5,0,193,7085,Routine monitoring
2024-06-01,2024,Jun,Central,A LINE,P5,ARR-015,Arrester,24.124253,120.602825,13.6,7.56,210.2,,3.57,,7.49,2,113,80.0,55.9,0,154,6545,Routine monitoring
2024-06-01,2024,Jun,Central,B LINE,P4,ARR-016,Arrester,24.101719,120.663017,4.3,6.06,202.6,,3.35,,7.43,2,91,73.4,53.2,0,150,6984,Routine monitoring
2024-07-01,2024,Jul,South,A LINE,P1,OHL-001,Overhead Line,22.660817,120.265285,7.5,4.74,211.4,9.65,4.5,,,1,104,78.7,52.9,0,153,6409,Routine monitoring
2024-07-01,2024,Jul,South,D LINE,P1,OHL-002,Overhead Line,22.561172,120.261609,18.2,4.54,214.6,7.45,4.36,,,1,41,77.5,56.5,0,153,6144,Routine monitoring
2024-07-01,2024,Jul,South,D LINE,P2,OHL-003,Overhead Line,22.619889,120.269947,28.7,7.84,218.9,8.24,4.78,,,1,34,76.7,52.9,0,174,6130,Routine monitoring
2024-07-01,2024,Jul,Central,B LINE,P2,OHL-004,Overhead Line,24.20501,120.649123,6.2,4.5,218.9,7.1,4.63,,,1,125,81.0,55.2,0,165,6144,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P5,OHL-005,Overhead Line,25.025476,121.291121,5.8,5.56,222.3,8.02,4.11,,,1,103,81.3,53.1,0,152,6838,Routine monitoring
2024-07-01,2024,Jul,Central,B LINE,P6,OHL-006,Overhead Line,24.080738,120.694577,25.9,9.13,208.3,9.7,4.4,,,2,126,86.8,54.1,0,156,7152,Routine monitoring
2024-07-01,2024,Jul,Central,C LINE,P4,OHL-007,Overhead Line,24.159996,120.653077,14.2,4.98,209.8,7.68,4.2,,,1,46,83.1,55.5,0,171,6218,Routine monitoring
2024-07-01,2024,Jul,South,A LINE,P5,OHL-008,Overhead Line,22.645897,120.30578,10.6,6.53,217.1,9.26,4.4,,,0,46,87.1,49.3,0,110,6094,Routine monitoring
2024-07-01,2024,Jul,South,B LINE,P6,OHL-009,Overhead Line,22.6024,120.338564,5.1,7.97,220.1,7.4,4.47,,,0,119,79.4,45.0,0,168,5364,Routine monitoring
2024-07-01,2024,Jul,North,B LINE,P5,OHL-010,Overhead Line,25.130691,121.206055,22.5,6.04,220.4,8.83,4.47,,,1,114,77.0,57.2,0,161,6420,Routine monitoring
2024-07-01,2024,Jul,Central,B LINE,P2,OHL-011,Overhead Line,24.175298,120.677457,25.2,6.25,209.0,5.37,4.37,,,1,83,73.7,54.9,0,167,6759,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P1,OHL-012,Overhead Line,25.11381,121.282554,7.9,5.36,219.5,7.28,4.17,,,1,98,76.8,51.8,0,152,6811,Routine monitoring
2024-07-01,2024,Jul,Central,D LINE,P5,OHL-013,Overhead Line,24.210457,120.676076,31.7,8.39,216.5,6.95,4.75,,,1,20,85.3,54.5,0,142,6381,Routine monitoring
2024-07-01,2024,Jul,South,C LINE,P6,OHL-014,Overhead Line,22.604625,120.27209,8.1,4.39,219.3,11.49,4.45,,,2,97,81.7,58.9,0,158,7743,Routine monitoring
2024-07-01,2024,Jul,South,B LINE,P5,OHL-015,Overhead Line,22.684768,120.352873,12.2,7.58,211.6,7.04,3.59,,,1,100,71.0,47.2,0,182,5847,Routine monitoring
2024-07-01,2024,Jul,North,A LINE,P5,OHL-016,Overhead Line,25.053382,121.164727,30.4,8.33,213.6,8.47,4.55,,,2,122,73.1,56.4,0,195,6942,Routine monitoring
2024-07-01,2024,Jul,North,B LINE,P5,OHL-017,Overhead Line,25.140573,121.173991,17.6,4.51,215.6,6.51,4.58,,,2,99,81.1,60.6,0,186,7545,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P5,OHL-018,Overhead Line,25.031118,121.235874,21.1,8.7,220.1,8.57,4.3,,,1,114,78.3,50.8,0,154,6602,Routine monitoring
2024-07-01,2024,Jul,South,B LINE,P6,OHL-019,Overhead Line,22.60064,120.370321,22.3,6.71,218.6,7.13,4.74,,,2,90,74.9,55.7,0,164,6747,Routine monitoring
2024-07-01,2024,Jul,North,A LINE,P3,OHL-020,Overhead Line,25.010945,121.239549,20.6,4.06,218.3,5.33,4.36,,,1,95,72.9,59.1,0,177,6554,Routine monitoring
2024-07-01,2024,Jul,North,A LINE,P3,OHL-021,Overhead Line,25.01792,121.195321,22.9,5.3,219.7,6.46,4.31,,,1,51,84.1,58.5,0,167,6412,Routine monitoring
2024-07-01,2024,Jul,South,D LINE,P2,OHL-022,Overhead Line,22.666847,120.34405,9.0,4.65,212.9,9.14,4.47,,,1,79,76.2,53.2,0,138,6722,Routine monitoring
2024-07-01,2024,Jul,Central,A LINE,P6,OHL-023,Overhead Line,24.162484,120.692465,5.3,7.67,218.1,6.04,4.33,,,1,116,73.3,45.1,0,140,6004,Routine monitoring
2024-07-01,2024,Jul,North,B LINE,P5,OHL-024,Overhead Line,25.070806,121.221063,11.6,5.65,209.7,7.65,4.22,,,2,116,80.3,55.7,0,156,6991,Routine monitoring
2024-07-01,2024,Jul,South,A LINE,P1,INS-001,Insulator,22.6483,120.306682,3.9,4.68,178.1,,3.43,63.2,,1,112,67.4,50.1,0,184,5992,Routine monitoring
2024-07-01,2024,Jul,Central,D LINE,P4,INS-002,Insulator,24.100925,120.658146,5.2,6.2,172.2,,3.81,46.8,,2,121,63.6,48.7,0,187,5755,Routine monitoring
2024-07-01,2024,Jul,Central,C LINE,P4,INS-003,Insulator,24.168523,120.704271,26.2,7.14,173.0,,4.45,56.4,,1,71,65.9,51.7,0,144,6032,Routine monitoring
2024-07-01,2024,Jul,North,A LINE,P5,INS-004,Insulator,25.111003,121.170534,12.6,4.56,176.3,,3.36,52.4,,1,78,75.1,54.1,0,132,6028,Routine monitoring
2024-07-01,2024,Jul,South,B LINE,P1,INS-005,Insulator,22.691509,120.242216,8.9,7.19,170.3,,3.99,54.6,,1,100,62.2,44.8,0,140,5654,Routine monitoring
2024-07-01,2024,Jul,North,B LINE,P5,INS-006,Insulator,25.091233,121.248713,15.7,7.11,180.8,,3.94,54.2,,1,87,74.6,50.9,0,147,6095,Routine monitoring
2024-07-01,2024,Jul,North,C LINE,P2,INS-007,Insulator,25.045186,121.180323,22.2,6.37,170.8,,3.82,65.4,,1,124,72.0,53.9,0,161,6465,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P5,INS-008,Insulator,25.147784,121.301454,5.6,5.41,171.5,,4.6,46.5,,1,56,74.8,49.6,0,147,6282,Routine monitoring
2024-07-01,2024,Jul,North,B LINE,P3,INS-009,Insulator,25.047898,121.223346,19.3,5.61,178.2,,3.7,52.3,,1,125,73.4,56.6,0,140,6552,Routine monitoring
2024-07-01,2024,Jul,South,A LINE,P6,INS-010,Insulator,22.671395,120.272913,22.7,8.82,185.4,,3.98,26.3,,0,28,58.8,42.0,0,134,4727,Routine monitoring
2024-07-01,2024,Jul,North,B LINE,P3,INS-011,Insulator,25.047446,121.191488,13.4,7.55,180.0,,3.48,53.4,,1,108,70.4,47.3,0,130,6089,Routine monitoring
2024-07-01,2024,Jul,Central,A LINE,P1,INS-012,Insulator,24.1598,120.718109,4.8,5.77,181.3,,3.42,39.5,,0,28,74.3,46.5,0,157,5748,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P5,INS-013,Insulator,25.106793,121.240527,6.7,8.68,179.8,,3.58,36.8,,0,99,64.7,40.1,0,127,5161,Routine monitoring
2024-07-01,2024,Jul,North,C LINE,P5,INS-014,Insulator,25.085354,121.22217,4.7,5.9,178.3,,4.09,55.2,,2,128,78.7,52.5,0,151,7373,Routine monitoring
2024-07-01,2024,Jul,North,C LINE,P2,INS-015,Insulator,25.103489,121.255371,13.8,7.01,183.2,,3.77,50.2,,1,115,78.5,52.1,0,131,6331,Routine monitoring
2024-07-01,2024,Jul,South,B LINE,P2,INS-016,Insulator,22.678045,120.367669,27.0,8.4,173.6,,3.9,42.8,,1,39,70.2,49.2,0,184,5937,Routine monitoring
2024-07-01,2024,Jul,Central,D LINE,P6,INS-017,Insulator,24.191969,120.715505,11.2,7.64,177.5,,3.76,49.5,,1,29,75.8,46.6,0,182,6389,Routine monitoring
2024-07-01,2024,Jul,Central,B LINE,P2,INS-018,Insulator,24.185322,120.666442,12.4,8.32,180.6,,4.3,50.6,,0,55,62.1,40.3,0,151,4972,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P3,INS-019,Insulator,25.047004,121.171719,25.9,5.68,177.2,,3.71,72.4,,2,79,69.4,57.4,0,169,6399,Routine monitoring
2024-07-01,2024,Jul,South,C LINE,P1,INS-020,Insulator,22.573148,120.366856,8.7,8.62,174.9,,3.53,52.9,,0,44,59.9,46.7,0,131,4960,Routine monitoring
2024-07-01,2024,Jul,Central,C LINE,P6,ARR-001,Arrester,24.1811,120.663095,32.0,4.63,197.8,,3.61,,9.44,2,114,67.9,63.3,0,178,7139,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P1,ARR-002,Arrester,25.080789,121.274912,23.4,8.4,187.4,,3.35,,6.83,1,95,67.9,48.1,0,148,6156,Routine monitoring
2024-07-01,2024,Jul,Central,A LINE,P6,ARR-003,Arrester,24.199908,120.689242,22.7,5.07,197.2,,3.98,,7.34,3,131,71.8,62.5,0,198,7395,Routine monitoring
2024-07-01,2024,Jul,South,D LINE,P3,ARR-004,Arrester,22.613336,120.272392,7.2,6.41,197.9,,3.75,,7.73,1,118,77.7,50.4,0,171,6483,Routine monitoring
2024-07-01,2024,Jul,North,C LINE,P4,ARR-005,Arrester,25.084711,121.162057,11.8,6.53,200.6,,3.74,,9.54,1,75,73.3,50.2,0,166,5780,Routine monitoring
2024-07-01,2024,Jul,Central,D LINE,P4,ARR-006,Arrester,24.165588,120.673564,26.5,8.49,199.6,,3.33,,8.98,1,99,76.9,53.2,0,167,6460,Routine monitoring
2024-07-01,2024,Jul,Central,C LINE,P1,ARR-007,Arrester,24.185579,120.707159,23.0,5.72,192.6,,3.65,,7.34,1,54,66.7,53.3,0,144,6205,Routine monitoring
2024-07-01,2024,Jul,North,D LINE,P5,ARR-008,Arrester,25.126963,121.172196,15.5,6.95,201.4,,3.6,,7.72,1,46,74.8,50.7,0,187,5797,Routine monitoring
2024-07-01,2024,Jul,Central,D LINE,P2,ARR-009,Arrester,24.09166,120.698267,29.4,8.03,199.5,,3.85,,6.93,1,116,77.7,55.8,0,184,6702,Routine monitoring
2024-07-01,2024,Jul,North,B LINE,P6,ARR-010,Arrester,25.080514,121.169031,10.7,7.9,188.8,,3.29,,6.94,0,74,77.4,43.8,0,144,5979,Routine monitoring
2024-07-01,2024,Jul,South,C LINE,P4,ARR-011,Arrester,22.642771,120.331698,18.1,8.03,201.6,,3.61,,9.43,1,95,75.1,62.0,0,147,6601,Routine monitoring
2024-07-01,2024,Jul,South,D LINE,P4,ARR-012,Arrester,22.593287,120.265614,22.0,7.91,187.4,,3.57,,9.66,1,88,76.9,51.2,0,153,6139,Routine monitoring
2024-07-01,2024,Jul,Central,D LINE,P1,ARR-013,Arrester,24.170896,120.634829,13.2,8.38,192.6,,3.82,,6.61,0,38,63.9,40.8,0,119,5384,Routine monitoring
2024-07-01,2024,Jul,Central,B LINE,P6,ARR-014,Arrester,24.100953,120.660082,13.1,6.61,188.6,,3.56,,7.84,0,20,77.2,46.4,0,148,5640,Routine monitoring
2024-07-01,2024,Jul,Central,A LINE,P5,ARR-015,Arrester,24.124253,120.602825,13.7,7.79,199.1,,3.27,,8.46,1,113,79.3,50.4,0,141,6480,Routine monitoring
2024-07-01,2024,Jul,Central,B LINE,P4,ARR-016,Arrester,24.101719,120.663017,4.3,5.95,200.0,,3.8,,7.67,0,97,70.8,46.0,0,152,5131,Routine monitoring
2024-08-01,2024,Aug,South,A LINE,P1,OHL-001,Overhead Line,22.660817,120.265285,7.6,4.73,182.5,7.09,4.33,,,2,112,82.6,52.0,0,203,6504,Routine monitoring
2024-08-01,2024,Aug,South,D LINE,P1,OHL-002,Overhead Line,22.561172,120.261609,18.2,4.38,183.4,8.87,4.48,,,1,40,82.8,54.9,0,176,6667,Routine monitoring
2024-08-01,2024,Aug,South,D LINE,P2,OHL-003,Overhead Line,22.619889,120.269947,28.8,7.77,179.0,10.46,4.47,,,2,44,79.1,51.7,0,194,7073,Routine monitoring
2024-08-01,2024,Aug,Central,B LINE,P2,OHL-004,Overhead Line,24.20501,120.649123,6.3,4.76,172.5,6.7,4.03,,,1,110,83.6,49.2,0,134,6478,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P5,OHL-005,Overhead Line,25.025476,121.291121,5.9,5.87,175.9,8.04,4.54,,,1,90,80.3,45.0,0,139,6112,Routine monitoring
2024-08-01,2024,Aug,Central,B LINE,P6,OHL-006,Overhead Line,24.080738,120.694577,26.0,9.02,175.7,8.16,4.37,,,2,118,86.8,50.7,0,206,6664,Routine monitoring
2024-08-01,2024,Aug,Central,C LINE,P4,OHL-007,Overhead Line,24.159996,120.653077,14.3,5.24,187.4,7.51,3.99,,,1,51,86.1,52.5,0,168,6985,Routine monitoring
2024-08-01,2024,Aug,South,A LINE,P5,OHL-008,Overhead Line,22.645897,120.30578,10.7,6.13,174.2,5.78,4.51,,,0,53,86.8,45.3,0,138,5672,Routine monitoring
2024-08-01,2024,Aug,South,B LINE,P6,OHL-009,Overhead Line,22.6024,120.338564,5.2,8.31,171.7,9.73,4.16,,,0,112,80.1,38.5,0,148,5865,Routine monitoring
2024-08-01,2024,Aug,North,B LINE,P5,OHL-010,Overhead Line,25.130691,121.206055,22.6,6.05,186.2,5.89,4.69,,,1,121,74.1,52.5,0,174,6516,Routine monitoring
2024-08-01,2024,Aug,Central,B LINE,P2,OHL-011,Overhead Line,24.175298,120.677457,25.2,6.31,174.6,7.63,4.22,,,1,95,76.2,50.7,0,135,5876,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P1,OHL-012,Overhead Line,25.11381,121.282554,8.0,4.97,175.0,5.99,3.63,,,1,93,76.3,47.2,0,187,6255,Routine monitoring
2024-08-01,2024,Aug,Central,D LINE,P5,OHL-013,Overhead Line,24.210457,120.676076,31.7,8.38,173.4,10.31,4.15,,,2,21,84.7,52.0,0,191,6762,Routine monitoring
2024-08-01,2024,Aug,South,C LINE,P6,OHL-014,Overhead Line,22.604625,120.27209,8.2,4.27,186.5,7.75,4.0,,,1,115,80.9,52.2,0,139,6068,Routine monitoring
2024-08-01,2024,Aug,South,B LINE,P5,OHL-015,Overhead Line,22.684768,120.352873,12.2,7.41,177.6,4.12,4.09,,,1,82,70.6,42.0,0,166,5388,Routine monitoring
2024-08-01,2024,Aug,North,A LINE,P5,OHL-016,Overhead Line,25.053382,121.164727,30.5,8.31,173.8,7.89,4.32,,,1,110,78.2,49.7,0,164,6050,Routine monitoring
2024-08-01,2024,Aug,North,B LINE,P5,OHL-017,Overhead Line,25.140573,121.173991,17.7,4.56,185.8,6.97,3.7,,,2,112,83.6,56.8,0,184,7232,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P5,OHL-018,Overhead Line,25.031118,121.235874,21.2,9.02,179.4,10.65,4.23,,,2,135,84.4,48.5,0,199,6850,Routine monitoring
2024-08-01,2024,Aug,South,B LINE,P6,OHL-019,Overhead Line,22.60064,120.370321,22.4,6.34,186.5,8.85,4.48,,,1,88,73.0,49.9,0,187,5712,Routine monitoring
2024-08-01,2024,Aug,North,A LINE,P3,OHL-020,Overhead Line,25.010945,121.239549,20.6,4.28,183.8,6.76,3.64,,,1,96,70.0,53.6,0,167,6043,Routine monitoring
2024-08-01,2024,Aug,North,A LINE,P3,OHL-021,Overhead Line,25.01792,121.195321,23.0,4.97,181.6,7.31,4.4,,,1,34,86.7,55.6,0,162,6662,Routine monitoring
2024-08-01,2024,Aug,South,D LINE,P2,OHL-022,Overhead Line,22.666847,120.34405,9.1,4.74,184.8,8.05,4.26,,,1,86,73.2,48.5,0,178,6231,Routine monitoring
2024-08-01,2024,Aug,Central,A LINE,P6,OHL-023,Overhead Line,24.162484,120.692465,5.3,7.6,182.3,8.18,4.39,,,0,105,75.1,39.8,0,138,5703,Routine monitoring
2024-08-01,2024,Aug,North,B LINE,P5,OHL-024,Overhead Line,25.070806,121.221063,11.7,5.11,182.7,6.69,4.29,,,1,118,75.5,49.1,0,165,6493,Routine monitoring
2024-08-01,2024,Aug,South,A LINE,P1,INS-001,Insulator,22.6483,120.306682,4.0,4.43,145.2,,4.2,52.5,,2,101,63.2,47.4,0,169,6519,Routine monitoring
2024-08-01,2024,Aug,Central,D LINE,P4,INS-002,Insulator,24.100925,120.658146,5.3,6.07,139.4,,3.82,55.1,,2,139,65.0,44.8,0,174,6194,Routine monitoring
2024-08-01,2024,Aug,Central,C LINE,P4,INS-003,Insulator,24.168523,120.704271,26.3,7.36,144.3,,3.75,52.4,,1,69,65.8,47.2,0,159,5289,Routine monitoring
2024-08-01,2024,Aug,North,A LINE,P5,INS-004,Insulator,25.111003,121.170534,12.7,4.28,138.7,,3.75,51.1,,1,88,77.2,51.0,0,168,6346,Routine monitoring
2024-08-01,2024,Aug,South,B LINE,P1,INS-005,Insulator,22.691509,120.242216,9.0,6.95,152.3,,3.23,41.0,,0,89,63.8,39.6,0,130,4536,Routine monitoring
2024-08-01,2024,Aug,North,B LINE,P5,INS-006,Insulator,25.091233,121.248713,15.7,6.77,139.1,,3.82,64.8,,1,74,77.0,46.0,0,169,5875,Routine monitoring
2024-08-01,2024,Aug,North,C LINE,P2,INS-007,Insulator,25.045186,121.180323,22.3,6.16,150.0,,4.25,58.4,,1,138,72.4,51.5,0,147,6108,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P5,INS-008,Insulator,25.147784,121.301454,5.7,5.14,150.1,,3.78,44.7,,0,46,78.3,45.2,0,116,6064,Routine monitoring
2024-08-01,2024,Aug,North,B LINE,P3,INS-009,Insulator,25.047898,121.223346,19.3,5.82,146.7,,3.77,58.7,,2,125,71.5,51.8,0,194,6943,Routine monitoring
2024-08-01,2024,Aug,South,A LINE,P6,INS-010,Insulator,22.671395,120.272913,22.8,8.51,140.8,,3.35,52.9,,2,43,59.0,42.0,0,158,5863,Routine monitoring
2024-08-01,2024,Aug,North,B LINE,P3,INS-011,Insulator,25.047446,121.191488,13.5,7.53,152.9,,3.8,43.8,,0,110,64.6,40.0,0,120,4849,Routine monitoring
2024-08-01,2024,Aug,Central,A LINE,P1,INS-012,Insulator,24.1598,120.718109,4.9,6.08,146.9,,3.7,48.2,,0,46,73.0,41.1,0,161,5319,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P5,INS-013,Insulator,25.106793,121.240527,6.8,8.97,146.7,,3.3,55.3,,0,96,64.3,34.3,0,163,4776,Routine monitoring
2024-08-01,2024,Aug,North,C LINE,P5,INS-014,Insulator,25.085354,121.22217,4.8,5.71,146.4,,4.02,53.3,,0,138,75.3,42.9,0,138,5753,Routine monitoring
2024-08-01,2024,Aug,North,C LINE,P2,INS-015,Insulator,25.103489,121.255371,13.8,7.08,144.5,,3.88,57.2,,1,122,77.4,45.7,0,168,5695,Routine monitoring
2024-08-01,2024,Aug,South,B LINE,P2,INS-016,Insulator,22.678045,120.367669,27.1,8.32,142.1,,3.82,39.2,,2,40,68.0,46.7,0,174,6486,Routine monitoring
2024-08-01,2024,Aug,Central,D LINE,P6,INS-017,Insulator,24.191969,120.715505,11.3,7.81,144.7,,3.91,51.6,,0,49,77.1,40.2,0,126,5822,Routine monitoring
2024-08-01,2024,Aug,Central,B LINE,P2,INS-018,Insulator,24.185322,120.666442,12.4,7.96,150.0,,4.01,46.2,,1,43,62.3,39.5,0,183,4941,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P3,INS-019,Insulator,25.047004,121.171719,26.0,5.8,147.2,,4.05,74.1,,1,75,67.4,50.4,0,144,5577,Routine monitoring
2024-08-01,2024,Aug,South,C LINE,P1,INS-020,Insulator,22.573148,120.366856,8.8,8.69,152.3,,3.36,52.0,,0,68,63.7,35.1,0,150,4554,Routine monitoring
2024-08-01,2024,Aug,Central,C LINE,P6,ARR-001,Arrester,24.1811,120.663095,32.1,4.5,157.0,,3.44,,8.75,2,124,68.7,58.9,0,187,7099,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P1,ARR-002,Arrester,25.080789,121.274912,23.5,8.91,164.4,,3.62,,7.4,2,96,66.8,46.1,0,207,5746,Routine monitoring
2024-08-01,2024,Aug,Central,A LINE,P6,ARR-003,Arrester,24.199908,120.689242,22.8,4.69,162.7,,3.94,,8.34,1,133,73.1,54.6,0,137,6184,Routine monitoring
2024-08-01,2024,Aug,South,D LINE,P3,ARR-004,Arrester,22.613336,120.272392,7.3,6.17,161.8,,3.23,,6.98,1,117,72.7,44.5,0,150,6006,Routine monitoring
2024-08-01,2024,Aug,North,C LINE,P4,ARR-005,Arrester,25.084711,121.162057,11.9,6.13,161.0,,3.49,,7.35,1,98,72.9,46.6,0,145,5956,Routine monitoring
2024-08-01,2024,Aug,Central,D LINE,P4,ARR-006,Arrester,24.165588,120.673564,26.6,9.02,163.8,,3.36,,7.0,1,103,71.9,44.6,0,188,6161,Routine monitoring
2024-08-01,2024,Aug,Central,C LINE,P1,ARR-007,Arrester,24.185579,120.707159,23.1,5.44,162.2,,3.46,,8.58,1,44,62.9,48.1,0,163,5256,Routine monitoring
2024-08-01,2024,Aug,North,D LINE,P5,ARR-008,Arrester,25.126963,121.172196,15.6,7.04,157.0,,3.09,,8.1,0,50,73.6,42.0,0,118,5351,Routine monitoring
2024-08-01,2024,Aug,Central,D LINE,P2,ARR-009,Arrester,24.09166,120.698267,29.5,8.11,151.6,,3.34,,10.25,1,133,78.1,49.9,0,188,6381,Routine monitoring
2024-08-01,2024,Aug,North,B LINE,P6,ARR-010,Arrester,25.080514,121.169031,10.8,7.93,160.5,,3.58,,8.32,0,76,78.7,41.3,0,128,5453,Routine monitoring
2024-08-01,2024,Aug,South,C LINE,P4,ARR-011,Arrester,22.642771,120.331698,18.2,8.33,158.6,,3.56,,7.18,0,76,79.0,41.6,0,111,5601,Routine monitoring
2024-08-01,2024,Aug,South,D LINE,P4,ARR-012,Arrester,22.593287,120.265614,22.1,7.76,162.2,,4.0,,7.1,1,84,72.6,45.4,0,151,5572,Routine monitoring
2024-08-01,2024,Aug,Central,D LINE,P1,ARR-013,Arrester,24.170896,120.634829,13.3,8.63,157.4,,3.65,,7.79,0,32,70.2,36.4,0,136,5411,Routine monitoring
2024-08-01,2024,Aug,Central,B LINE,P6,ARR-014,Arrester,24.100953,120.660082,13.2,6.63,156.1,,3.31,,7.5,0,47,80.5,44.4,0,122,5722,Routine monitoring
2024-08-01,2024,Aug,Central,A LINE,P5,ARR-015,Arrester,24.124253,120.602825,13.8,8.0,167.3,,3.65,,7.18,1,130,76.0,43.9,0,163,6160,Routine monitoring
2024-08-01,2024,Aug,Central,B LINE,P4,ARR-016,Arrester,24.101719,120.663017,4.4,6.0,153.7,,3.43,,6.58,0,97,66.8,38.9,0,143,4976,Routine monitoring
2024-09-01,2024,Sep,South,A LINE,P1,OHL-001,Overhead Line,22.660817,120.265285,7.7,4.34,130.4,8.37,3.93,,,2,121,78.5,46.2,0,179,6752,Routine monitoring
2024-09-01,2024,Sep,South,D LINE,P1,OHL-002,Overhead Line,22.561172,120.261609,18.3,4.14,132.3,5.03,3.93,,,1,65,82.4,48.6,0,167,6377,Routine monitoring
2024-09-01,2024,Sep,South,D LINE,P2,OHL-003,Overhead Line,22.619889,120.269947,28.9,7.83,132.3,6.09,4.76,,,2,51,74.1,44.4,0,158,5974,Routine monitoring
2024-09-01,2024,Sep,Central,B LINE,P2,OHL-004,Overhead Line,24.20501,120.649123,6.4,4.49,137.1,5.06,4.08,,,1,118,79.9,45.4,0,140,5769,Routine monitoring
2024-09-01,2024,Sep,North,D LINE,P5,OHL-005,Overhead Line,25.025476,121.291121,6.0,5.73,139.0,6.82,3.87,,,0,106,82.6,40.8,0,144,5951,Routine monitoring
2024-09-01,2024,Sep,Central,B LINE,P6,OHL-006,Overhead Line,24.080738,120.694577,26.1,8.39,138.6,7.77,4.33,,,1,122,87.2,45.0,0,141,6819,Routine monitoring
2024-09-01,2024,Sep,Central,C LINE,P4,OHL-007,Overhead Line,24.159996,120.653077,14.4,5.24,143.6,6.86,4.21,,,1,61,87.0,47.2,0,179,6948,Routine monitoring
2024-09-01,2024,Sep,South,A LINE,P5,OHL-008,Overhead Line,22.645897,120.30578,10.8,6.31,135.3,5.99,4.51,,,1,68,85.6,42.1,0,131,6538,Routine monitoring
2024-09-01,2024,Sep,South,B LINE,P6,OHL-009,Overhead Line,22.6024,120.338564,5.3,7.79,144.1,5.82,3.25,,,0,110,73.5,32.9,0,114,5193,Routine monitoring
2024-09-01,2024,Sep,North,B LINE,P5,OHL-010,Overhead Line,25.130691,121.206055,22.7,6.2,131.0,7.22,4.24,,,1,136,73.8,44.5,0,170,6150,Routine monitoring
2024-09-01,2024,Sep,Central,B LINE,P2,OHL-011,Overhead Line,24.175298,120.677457,25.3,6.37,145.1,9.07,3.47,,,1,103,74.6,46.2,0,186,5868,Routine monitoring
2024-09-01,2024,Sep,North,D LINE,P1,OHL-012,Overhead Line,25.11381,121.282554,8.1,4.7,138.4,8.11,4.12,,,1,98,76.3,44.1,0,141,5773,Routine monitoring
2024-09-01,2024,Sep,Central,D LINE,P5,OHL-013,Overhead Line,24.210457,120.676076,31.8,8.44,138.9,6.08,4.47,,,1,24,81.6,44.8,0,156,6656,Routine monitoring
2024-09-01,2024,Sep,South,C LINE,P6,OHL-014,Overhead Line,22.604625,120.27209,8.3,3.99,136.0,7.72,4.26,,,1,101,78.4,45.5,0,138,6377,Routine monitoring
